,tapi,atr,vma,cdp,expma
000858.SZ,"333,971,847.0913",20.8200,"331,183,261.0000",136.0633,142.9336
000859.SZ,"205,616,821.2813",1.2700,"178,979,744.4000",3.7133,4.6178
000860.SZ,"177,652,919.2405",4.4200,"203,199,590.6000",17.6367,20.5741
000861.SZ,"1,344,970,515.5369",0.3500,"1,106,785,347.4000",1.4600,1.7725
000862.SZ,"160,941,876.8898",1.4500,"141,280,734.2000",5.8233,6.1266
000863.SZ,"446,015,749.6444",1.1000,"581,815,091.4000",3.1167,3.6010
000868.SZ,"302,358,608.9206",1.3000,"519,716,958.6000",3.9533,4.7505
000869.SZ,"39,394,722.7326",3.7600,"35,015,411.6000",22.0533,24.4457
000875.SZ,"479,865,841.0350",0.8600,"366,789,917.6000",4.0233,4.4059
000876.SZ,"404,830,178.5339",1.2700,"409,487,451.0000",8.5433,9.3537
000877.SZ,"229,980,937.0087",0.5900,"186,643,185.8000",6.7900,6.9826
000878.SZ,"535,218,476.7022",2.2000,"436,711,758.0000",10.5600,10.8787
000880.SZ,"164,250,827.6000",2.6700,"102,401,413.0000",7.7200,9.3204
000881.SZ,"176,572,197.5877",1.6900,"150,073,001.8000",5.6333,6.7084
000882.SZ,"678,179,756.2811",0.3700,"891,954,177.2000",1.4533,1.6436
000883.SZ,"461,286,669.4803",0.7100,"373,098,329.6000",4.4500,4.3859
000885.SZ,"115,675,976.3602",2.4500,"102,150,416.8000",11.0767,11.4081
000886.SZ,"197,235,960.0184",1.0600,"210,572,070.2000",4.1267,4.2804
000887.SZ,"328,209,472.7359",2.8600,"309,823,007.4000",10.3767,11.5702
000888.SZ,"191,740,318.9056",1.8900,"234,699,425.8000",8.6100,9.2908
000889.SZ,"295,417,860.2866",0.4900,"404,077,968.0000",1.6500,1.8983
000890.SZ,"435,578,748.8076",1.4100,"402,305,626.2000",3.2667,4.1276
000892.SZ,"348,335,555.0489",1.3400,"672,525,110.8000",2.8433,3.5612
000893.SZ,"168,192,049.6481",6.2500,"129,995,368.4000",22.2367,24.1212
000895.SZ,"265,484,301.1290",2.5500,"193,741,699.8000",28.9300,27.7325
000897.SZ,"685,390,962.3963",0.4300,"748,302,497.6000",2.0867,2.2297
000898.SZ,"643,580,455.9091",0.4300,"570,313,734.8000",2.4533,2.5459
000899.SZ,"421,478,680.2969",1.7900,"252,873,830.6000",7.1700,7.9392
000900.SZ,"188,778,198.6166",0.5300,"172,104,928.0000",3.6133,3.8662
000901.SZ,"196,691,801.3028",2.1300,"191,662,141.8000",7.5533,8.7103
000902.SZ,"141,873,186.7633",2.1100,"122,455,127.0000",10.4700,10.9388
000903.SZ,"913,849,676.2350",0.8400,"1,478,563,999.4000",2.1067,2.5440
000905.SZ,"140,654,505.5775",1.1400,"158,009,378.2000",6.1300,6.7663
000906.SZ,"96,846,222.3177",1.2000,"99,281,541.6000",6.9833,7.3439
000908.SZ,"898,148,410.2477",1.4300,"762,295,757.2000",2.0233,2.6611
000909.SZ,"99,447,057.0867",1.5400,"94,432,346.0000",4.4967,5.5149
000910.SZ,"111,556,113.6871",1.3700,"94,919,998.6000",6.5600,7.4305
000911.SZ,"97,471,702.3328",1.7100,"106,863,585.6000",6.4900,7.7559
000912.SZ,"276,846,770.0238",0.9100,"290,459,281.0000",3.5933,4.1135
000913.SZ,"118,981,503.7414",3.8200,"119,357,392.0000",10.8633,12.3906
000915.SZ,"43,418,259.7626",7.7500,"42,727,787.8000",29.2100,30.8731
000917.SZ,"447,960,713.6097",1.6400,"773,258,168.0000",4.7967,5.3509
000919.SZ,"153,470,677.3016",1.6800,"213,466,652.2000",6.3900,7.3446
000920.SZ,"121,580,924.1102",2.0900,"115,637,190.2000",7.6100,8.7926
000921.SZ,"128,167,546.0457",5.7700,"141,906,353.6000",28.0400,25.3553
000922.SZ,"119,803,133.1792",2.4700,"186,311,982.2000",8.8033,9.7406
000923.SZ,"170,623,792.6886",3.0600,"142,406,327.0000",15.2400,15.8068
000925.SZ,"349,819,933.2084",2.4200,"714,272,058.6000",6.6767,7.6528
000926.SZ,"401,574,669.6103",0.8400,"414,342,690.4000",3.3967,3.9234
000927.SZ,"689,894,476.1845",0.5200,"497,403,854.8000",2.5767,2.6655
000928.SZ,"1,038,453,046.8709",1.7600,"735,586,042.4000",6.0633,6.6373
000929.SZ,"150,268,794.5837",2.8600,"89,790,358.2000",6.4533,8.4273
000930.SZ,"228,842,338.0464",1.6500,"149,840,539.6000",6.0000,6.4847
000931.SZ,"274,680,956.1101",1.4700,"166,440,008.4000",4.0933,5.1673
000932.SZ,"1,158,324,528.9631",0.7300,"1,048,010,099.4000",5.6333,5.5484
000933.SZ,"394,036,761.9367",3.2600,"466,937,591.2000",17.7800,17.0737
000935.SZ,"58,886,639.0859",2.8600,"74,279,257.4000",16.5500,16.8410
000936.SZ,"829,101,032.8837",3.4500,"887,745,952.8000",7.8633,8.1251
000937.SZ,"927,016,897.4305",1.5600,"716,290,575.0000",7.9500,7.4259
000938.SZ,"1,099,268,477.7864",7.9100,"943,757,183.6000",19.4833,20.4824
000948.SZ,"203,904,430.8488",4.1700,"182,781,590.2000",12.7300,14.5953
000949.SZ,"261,013,846.3926",0.7100,"216,791,499.2000",2.5833,2.9753
000950.SZ,"422,843,224.8937",0.9300,"403,534,905.2000",4.8567,5.0656
000951.SZ,"269,237,262.7504",4.2300,"261,224,196.4000",15.9200,15.4646
000952.SZ,"150,019,289.4084",2.1600,"106,305,752.4000",5.2700,6.7297
000953.SZ,"260,378,009.2633",1.6600,"176,364,984.2000",3.4233,4.6158
000955.SZ,"210,917,024.5128",1.5000,"462,523,217.8000",4.3200,4.8591
000957.SZ,"313,512,826.8649",3.3000,"384,288,540.2000",7.5800,8.7989
000958.SZ,"568,522,743.7772",0.9700,"268,727,289.8000",3.8700,4.0157
000959.SZ,"512,952,644.8218",0.5000,"441,853,829.2000",3.2167,3.4388
000960.SZ,"313,585,323.7362",3.2500,"265,964,974.8000",12.8233,13.7433
000961.SZ,"2,295,427,317.5877",0.4600,"1,995,838,654.8000",1.0533,1.3132
000962.SZ,"146,143,214.2198",2.9600,"177,389,186.2000",9.5933,11.0166
000963.SZ,"235,399,211.7399",7.2200,"209,189,937.0000",32.0333,36.1458
000965.SZ,"387,070,524.3022",0.8500,"368,456,301.0000",2.5900,3.1017
000966.SZ,"389,547,752.2027",0.8800,"374,638,804.6000",4.1633,4.5014
000967.SZ,"279,085,355.8029",1.1700,"206,087,993.2000",4.5700,4.7639
000968.SZ,"157,614,624.9499",1.2500,"196,722,369.0000",6.0800,6.9191
000969.SZ,"246,059,161.3457",2.1500,"292,257,775.4000",7.5000,8.4414
000970.SZ,"277,409,855.9936",2.5500,"192,432,198.8000",8.7233,9.7854
000971.SZ,"77,949,830.7216",0.3500,"135,373,430.8000",1.6633,1.8053
000972.SZ,"1,496,083,512.4975",2.1200,"391,322,164.0000",4.4700,3.7439
000973.SZ,"356,041,027.5667",1.0800,"309,570,615.0000",3.6800,4.3232
000975.SZ,"400,230,776.0741",1.7500,"479,614,063.2000",14.6433,14.4883
000976.SZ,"583,994,466.1429",0.4700,"453,682,470.4000",1.1633,1.5334
000977.SZ,"1,333,256,255.3953",12.8600,"1,575,054,890.2000",34.4967,34.3297
000978.SZ,"143,432,028.8955",1.6500,"260,487,893.4000",6.1400,6.8332
000980.SZ,"1,813,333,791.9965",1.1700,"2,691,791,846.0000",2.5667,2.9441
000981.SZ,"993,938,428.4000",0.3600,"1,616,018,817.6000",1.2900,1.4802
000982.SZ,"1,997,331,677.1103",0.3300,"1,857,023,558.6000",1.2900,1.4265
000983.SZ,"785,457,964.8489",2.1700,"978,122,702.8000",11.4600,10.4726
000985.SZ,"74,130,724.9866",4.9400,"73,759,998.2000",12.9300,14.9586
000987.SZ,"496,919,428.2744",1.1800,"390,896,552.8000",5.8333,6.1716
000988.SZ,"782,842,558.4062",9.3500,"780,319,585.6000",29.0000,29.8277
000989.SZ,"197,241,032.1116",2.0900,"204,920,012.0000",8.4833,9.6593
000990.SZ,"219,698,119.8067",1.7000,"183,745,080.6000",7.0400,7.7691
000993.SZ,"208,570,980.8051",2.2300,"288,079,649.2000",8.2267,9.3282
000995.SZ,"80,096,444.2895",3.8300,"101,550,074.4000",11.8300,14.5365
000996.SZ,"109,329,732.0000",0.8300,"105,902,215.6000",2.9400,3.7675
000997.SZ,"228,158,962.7911",5.5200,"206,118,780.4000",17.5100,18.1683
000998.SZ,"319,580,344.8128",2.6800,"337,261,931.2000",13.3233,14.2833
000999.SZ,"118,385,860.9167",8.1700,"145,774,239.0000",55.2700,51.8223
001201.SZ,"30,147,655.9163",4.8500,"32,262,973.0000",17.2400,20.7472
001202.SZ,"58,015,795.6085",5.7600,"40,002,141.0000",12.6167,15.3126
001203.SZ,"130,621,741.5916",1.9900,"106,908,969.4000",9.1000,9.9475
001205.SZ,"40,516,555.3738",5.0500,"42,042,667.0000",13.5867,16.2101
001206.SZ,"44,597,611.4894",3.8700,"43,870,465.8000",11.6300,14.0997
001207.SZ,"57,370,557.7313",4.4000,"51,629,696.4000",12.6300,14.8905
001208.SZ,"149,172,192.5334",1.9000,"152,837,236.6000",7.3633,8.4207
001209.SZ,"68,311,123.8020",4.6800,"78,779,870.4000",12.8767,15.4878
001210.SZ,"35,524,331.4925",5.7700,"35,359,054.8000",14.1167,17.8182
001211.SZ,"39,567,879.7623",7.2000,"29,249,633.0000",15.2433,19.8774
001212.SZ,"54,177,632.9083",8.5800,"43,172,377.8000",26.9433,26.5995
001213.SZ,"455,712,804.9450",0.7400,"371,165,563.4000",4.0067,4.2047
001215.SZ,"24,319,938.4462",12.7600,"18,777,642.2000",40.9533,48.7877
001216.SZ,"204,820,423.7669",4.8000,"117,182,193.6000",12.7367,13.1974
001217.SZ,"224,276,829.2786",3.1500,"235,925,359.8000",9.7867,11.4967
001218.SZ,"27,204,472.5556",5.1400,"19,456,718.4000",16.2433,19.4758
001219.SZ,"97,947,642.7192",5.4000,"125,275,536.2000",17.1033,19.0623
001222.SZ,"42,014,849.7203",3.9300,"35,257,595.6000",11.2867,13.5306
001223.SZ,"17,981,893.1938",15.9500,"13,469,533.8000",40.7467,54.8200
001225.SZ,"24,180,277.8921",17.3800,"11,347,978.2000",36.2600,39.2300
001226.SZ,"50,369,477.0923",13.1000,"60,540,541.0000",29.9933,31.9148
001227.SZ,"1,017,999,345.2119",0.3200,"849,022,928.4000",2.6100,2.7217
001228.SZ,"26,094,520.5251",7.9200,"17,317,268.8000",23.1333,29.0243
001229.SZ,"35,760,568.0373",15.0800,"30,931,360.6000",28.1567,31.5954
001230.SZ,"19,340,658.5766",5.0700,"14,423,926.8000",17.3167,21.0358
001231.SZ,"26,376,760.2020",5.9400,"21,291,464.6000",14.1700,18.1756
001234.SZ,"47,990,090.7212",6.9600,"85,801,238.0000",15.7933,20.4565
001236.SZ,"133,579,286.0904",3.1000,"188,325,270.2000",9.3900,11.1439
001238.SZ,"44,664,653.8128",5.4900,"94,252,389.0000",16.7967,20.6241
001239.SZ,"122,111,183.5032",5.8800,0.0000,16.8300,20.7989
001255.SZ,"19,385,766.0282",8.0800,"22,110,371.8000",23.2100,29.5605
001256.SZ,"24,453,017.8563",4.0500,"22,960,088.8000",13.6300,16.2696
001258.SZ,"99,145,975.4691",1.6100,"114,465,407.8000",6.4700,7.4202
001259.SZ,"24,020,191.0978",9.5900,"26,799,640.4000",26.8567,27.9142
001260.SZ,"56,791,133.2877",7.9500,"69,731,164.4000",15.9467,19.1463
001266.SZ,"57,971,847.8160",7.5000,"75,730,948.2000",24.1800,26.6480
001267.SZ,"251,491,694.7258",0.7800,"144,260,872.4000",4.3067,4.8415
001268.SZ,"67,881,118.2951",7.9400,"55,078,914.4000",17.1867,21.6495
001269.SZ,"125,518,910.8935",15.7600,"114,938,998.2000",47.1433,48.4085
001270.SZ,"68,566,868.3804",22.2000,"71,567,573.8000",48.4333,62.5956
001278.SZ,"48,785,959.8727",6.3000,"94,377,700.8000",16.5500,21.1693
001282.SZ,"48,847,227.9321",13.4400,"103,986,649.8000",28.4333,32.3158
001283.SZ,"20,370,455.3094",11.0700,"27,602,328.6000",33.1400,41.2264
001286.SZ,"328,475,133.4787",1.6300,"293,026,826.0000",8.4100,8.7330
001287.SZ,"230,452,434.6887",6.1300,"176,345,050.0000",18.2867,20.5770
001288.SZ,"35,268,325.8806",5.5300,"44,120,167.4000",14.5067,15.9324
001289.SZ,"56,489,097.7965",2.0100,"49,921,816.2000",18.9033,19.4422
001296.SZ,"42,704,886.2685",5.2500,"42,482,723.2000",18.2367,20.9907
001298.SZ,"95,244,633.6762",8.8300,"154,797,602.2000",19.8567,24.7736
001299.SZ,"60,019,118.1218",4.5300,"86,092,780.6000",10.8567,14.0976
001300.SZ,"191,137,629.3781",5.3600,"308,663,634.6000",12.0933,15.1349
001301.SZ,"35,236,605.2949",9.3200,"33,885,425.4000",28.2967,35.8602
001306.SZ,"36,695,962.7538",31.6500,0.0000,59.9233,75.0259
001308.SZ,"62,254,943.9887",7.1300,"63,065,002.8000",26.6300,27.4045
001309.SZ,"34,665,805.2292",34.7400,"38,805,176.8000",75.9700,83.2241
001311.SZ,"36,294,205.6309",13.3500,"46,258,710.8000",36.6033,44.6469
001313.SZ,"93,677,364.8404",2.4300,"70,175,133.4000",6.7467,8.0240
001314.SZ,"138,236,395.8030",16.1600,"143,896,610.6000",41.2367,45.7314
001316.SZ,"15,983,545.4420",8.1600,"15,065,932.4000",25.4233,31.1656
001317.SZ,"41,000,211.6938",10.4800,"63,503,372.8000",27.3600,31.9936
001318.SZ,"99,617,337.6751",2.2700,"104,741,630.0000",11.2267,12.5420
001319.SZ,"62,720,915.9344",7.2000,"142,605,371.0000",17.2700,21.9390
001322.SZ,"86,932,265.0944",2.8700,"81,825,112.2000",9.4567,11.5123
001323.SZ,"20,424,914.3840",5.5100,"19,607,929.2000",30.5867,31.4532
001324.SZ,"52,779,992.8878",6.2700,"69,726,299.6000",17.4200,21.6742
001326.SZ,"23,858,165.9297",12.1300,0.0000,36.6800,45.6478
001328.SZ,"34,015,342.9974",6.4100,"38,814,013.2000",21.3867,25.9795
001330.SZ,"191,719,054.9676",1.6500,"163,338,400.8000",5.5933,6.7194
001331.SZ,"52,314,386.4466",6.2200,"89,514,058.4000",11.8400,15.7571
001332.SZ,"16,431,653.4318",7.9700,"19,369,571.8000",24.8733,30.2671
001333.SZ,"17,199,139.4444",4.4800,"14,825,760.6000",16.2467,19.7755
001336.SZ,"35,849,892.0756",8.4100,"25,170,319.4000",19.4733,24.1484
001337.SZ,"49,585,853.7069",4.3700,"87,709,562.6000",21.6267,25.2899
001338.SZ,"115,859,332.3442",2.5500,"117,190,619.4000",9.6467,11.7213
001339.SZ,"238,578,719.6491",12.4100,"252,803,022.4000",26.6400,28.0552
001358.SZ,"42,064,983.1376",9.5600,0.0000,30.7733,39.4044
001359.SZ,0.0000,0.0000,0.0000,0.0000,0.0000
001360.SZ,"39,527,950.7114",4.2100,"52,008,299.4000",12.5167,15.3945
001366.SZ,"55,212,754.6580",4.3100,"64,751,758.4000",10.6967,13.5331
001367.SZ,"12,367,181.9537",10.9400,"20,548,313.2000",33.0800,39.7270
001368.SZ,"43,119,908.2448",7.9400,"75,409,802.0000",20.8567,23.4510
001373.SZ,"35,299,566.4095",9.9300,"41,904,407.0000",28.1967,35.4860
001376.SZ,"188,417,787.2673",13.0900,0.0000,19.2567,21.3948
001378.SZ,"35,933,790.7875",7.1900,0.0000,27.0200,40.5135
001379.SZ,"199,576,016.7963",6.6600,0.0000,16.8567,19.5867
001380.SZ,"32,255,986.9629",9.0900,"43,616,604.6000",24.2233,29.5214
001387.SZ,"141,391,335.8002",6.3600,0.0000,20.4367,21.1367
001696.SZ,"248,194,428.4220",1.6100,"223,492,093.4000",5.4700,6.1592
001872.SZ,"103,075,144.0339",2.2900,"64,989,218.4000",17.8667,16.8304
001896.SZ,"394,861,327.4173",0.9600,"405,388,910.8000",3.5033,4.1215
001914.SZ,"116,659,059.2963",3.0400,"89,317,431.2000",11.1267,12.0853
001965.SZ,"723,139,515.6787",1.5200,"352,039,748.6000",10.5100,10.1404
001979.SZ,"911,571,639.9034",1.3600,"914,616,827.6000",9.0533,10.0005
002001.SZ,"244,508,432.9600",2.6200,"228,231,825.6000",17.1267,16.9846
002003.SZ,"139,842,592.7248",1.8300,"98,628,612.0000",10.3300,10.2801
002004.SZ,"257,998,221.6022",0.8400,"225,668,295.6000",4.3000,4.6007
002005.SZ,"144,797,615.5546",0.2500,"135,889,151.8000",1.1533,1.2825
002006.SZ,"114,459,847.6951",4.4800,"85,116,084.0000",11.2467,13.8762
002007.SZ,"171,892,214.8758",3.7000,"197,063,236.4000",18.8167,20.6151
002008.SZ,"410,876,303.9788",5.7400,"260,008,215.8000",18.1633,20.1067
002009.SZ,"261,016,535.4657",6.7700,"314,572,022.0000",11.7467,12.8107
002010.SZ,"376,857,564.2894",1.0300,"263,554,079.6000",4.4200,4.6727
002011.SZ,"169,750,236.0670",3.3000,"194,673,960.0000",11.7633,12.2880
002012.SZ,"344,864,747.4230",1.4200,"297,233,013.0000",3.8700,4.8314
002014.SZ,"90,233,415.3977",2.0200,"74,565,053.2000",8.9200,8.7887
002015.SZ,"260,733,470.4410",2.9500,"435,916,576.8000",9.3933,10.8414
002016.SZ,"131,937,755.1195",1.6800,"98,923,613.2000",4.9067,5.8710
002017.SZ,"163,164,169.2440",3.2300,"156,497,327.2000",8.4100,9.8241
002019.SZ,"214,642,958.0461",3.6600,"205,992,052.8000",11.4167,12.9903
002020.SZ,"248,072,916.7110",2.8300,"353,091,451.4000",10.0733,11.4578
002021.SZ,"672,603,655.8896",0.5300,"639,903,403.2000",1.6700,2.0424
002022.SZ,"125,312,092.2510",1.8900,"181,722,244.4000",7.2800,8.6601
002023.SZ,"174,284,482.1155",2.5000,"206,214,833.8000",7.1967,8.2966
002024.SZ,"360,934,935.7515",0.3700,"356,155,544.4000",1.5933,1.7385
002025.SZ,"80,723,881.4872",9.8200,"77,280,651.4000",38.0933,44.9358
002026.SZ,"175,483,290.5707",2.3900,"160,942,557.6000",7.3467,8.6093
002027.SZ,"1,748,119,743.3825",0.9800,"1,894,773,161.0000",6.1000,6.3352
002028.SZ,"127,274,871.8718",11.7800,"97,249,488.0000",56.0800,52.6792
002029.SZ,"162,921,994.1927",1.0200,"184,945,997.4000",4.9900,5.5492
002030.SZ,"228,973,420.8586",2.3800,"262,900,113.2000",8.1800,9.1168
002031.SZ,"2,448,088,655.2527",1.3100,"2,969,395,939.6000",3.5233,3.6812
002032.SZ,"45,512,148.6239",10.5800,"32,096,063.8000",54.5467,52.4351
002033.SZ,"671,694,882.5695",1.9300,"407,663,333.8000",8.7867,8.8234
002034.SZ,"51,342,378.5754",2.7300,"46,416,965.6000",13.4367,14.6157
002035.SZ,"218,435,106.5707",1.2900,"201,719,067.0000",5.4600,5.9034
002036.SZ,"491,573,207.0593",2.4900,"711,645,084.4000",6.9667,8.6833
002037.SZ,"182,186,994.1316",1.8500,"159,672,663.8000",5.7633,7.3826
002038.SZ,"467,029,823.5375",2.6800,"976,697,555.0000",8.6567,9.6329
002039.SZ,"106,256,660.0579",3.5400,"58,002,137.2000",14.8667,14.4222
002040.SZ,"138,541,798.0198",1.4700,"156,562,130.8000",5.7600,6.5444
002041.SZ,"209,138,569.3665",2.6700,"173,679,557.2000",10.5833,12.7282
002042.SZ,"800,898,034.5974",1.6100,"909,623,571.4000",3.4567,3.6319
002043.SZ,"295,427,300.1320",1.3600,"264,301,156.4000",9.9267,9.7710
002044.SZ,"689,156,928.7939",1.2200,"713,271,121.8000",5.2400,5.7543
002045.SZ,"225,966,769.6970",3.9100,"459,521,639.8000",12.0333,13.8598
002046.SZ,"242,187,185.0587",3.2900,"223,082,028.8000",9.2400,10.5395
002047.SZ,"578,928,997.0426",0.6600,"462,051,835.0000",2.4467,2.6823
002048.SZ,"106,527,079.2154",2.7500,"136,238,041.6000",11.8200,12.7180
002049.SZ,"295,570,938.1268",25.2900,"247,618,422.0000",63.1600,70.0180
002050.SZ,"852,562,346.3708",6.4000,"588,137,992.4000",23.6200,25.7017
002051.SZ,"479,441,645.6454",2.3500,"335,900,442.8000",7.6133,8.6767
002052.SZ,"190,238,128.8837",0.7200,"130,379,820.2000",2.0433,2.0255
002053.SZ,"109,855,562.2326",1.8000,"113,167,307.6000",9.3200,9.6353
002054.SZ,"87,844,334.5095",1.5000,"86,086,939.6000",5.1000,6.0872
002055.SZ,"316,982,493.2689",2.6300,"318,801,681.2000",6.0967,7.9936
002056.SZ,"334,126,591.8565",3.8000,"320,788,046.4000",13.2567,14.1803
002057.SZ,"234,237,541.8588",1.8000,"174,871,915.8000",6.6733,7.7815
002058.SZ,"69,341,323.9962",3.4200,"112,244,884.4000",9.5667,11.4505
002059.SZ,"168,215,549.2979",1.0400,"183,242,783.2000",4.6200,5.2812
002060.SZ,"402,602,924.2407",0.9400,"313,724,112.8000",4.0600,4.7300
002061.SZ,"392,814,245.3316",0.6400,"317,172,625.0000",3.5600,3.7911
002062.SZ,"185,112,699.7419",1.0400,"162,021,262.4000",3.7633,4.3158
002063.SZ,"402,258,632.2029",1.6100,"383,682,174.0000",5.1100,5.7180
002064.SZ,"384,054,043.7155",1.7000,"280,613,771.0000",6.5600,6.7166
002065.SZ,"599,889,509.1889",1.7100,"564,309,590.4000",5.3333,5.8884
002066.SZ,"116,491,358.8620",3.7000,"82,590,542.6000",8.4167,10.0511
002067.SZ,"335,167,031.5054",0.5800,"378,941,784.8000",2.6700,3.1033
002068.SZ,"301,996,011.5600",3.5200,"354,061,835.4000",8.0633,9.7061
002069.SZ,"259,592,240.8932",1.2600,"197,850,843.4000",3.2767,3.9552
002072.SZ,"239,817,920.1023",2.0400,"125,949,802.4000",3.8567,5.1831
002073.SZ,"319,171,537.1161",1.6700,"269,465,581.0000",5.3667,6.0915
002074.SZ,"230,959,154.9758",4.0800,"245,684,189.4000",18.6900,20.9920
002075.SZ,"238,219,516.3314",0.7300,"281,670,241.4000",3.2733,3.6278
002076.SZ,"471,029,007.1257",0.8400,"365,552,460.4000",1.6633,2.0413
002077.SZ,"368,146,391.7666",3.6500,"538,836,998.4000",13.9600,15.1071
002078.SZ,"370,627,197.2375",2.5400,"260,216,242.8000",13.4433,12.7931
002079.SZ,"237,001,022.7402",3.2600,"243,879,954.0000",8.8400,10.3360
002080.SZ,"308,689,909.5808",3.4100,"209,997,569.8000",14.5267,16.3540
002081.SZ,"323,690,689.8028",0.6600,"285,517,887.8000",3.4467,3.8067
002082.SZ,"117,687,136.2940",1.4900,"119,513,981.0000",4.5733,5.7564
002083.SZ,"270,090,317.7621",0.9200,"242,039,517.4000",3.9667,4.5089
002084.SZ,"237,259,819.7393",1.1900,"181,278,077.2000",2.6567,3.4372
002085.SZ,"1,372,171,778.1550",2.4800,"812,459,843.0000",6.3333,5.9274
002086.SZ,"93,874,820.8646",0.3900,"150,120,510.8000",2.3300,2.5513
002087.SZ,"259,453,914.0379",0.4700,"211,859,247.2000",1.1967,1.6697
002088.SZ,"54,283,011.5847",3.4400,"46,590,752.6000",13.9800,14.7442
002089.SZ,"61,246,810.2564",0.1200,"508,876,895.2000",0.8200,0.9543
002090.SZ,"161,412,533.9394",3.0500,"164,967,350.8000",7.8167,9.2334
002091.SZ,"253,669,253.2479",1.4500,"193,527,003.4000",6.6567,7.3042
002092.SZ,"598,248,408.8829",1.3400,"428,226,140.2000",4.9500,5.7284
002093.SZ,"293,412,776.7737",2.6100,"336,369,575.4000",6.5767,7.1941
002094.SZ,"482,841,507.7971",1.0800,"331,107,509.8000",2.6067,3.3088
002095.SZ,"89,795,331.3865",5.7200,"144,569,731.0000",14.4733,17.9937
002096.SZ,"114,102,224.7981",2.2900,"141,599,828.0000",10.0500,10.3759
002097.SZ,"652,390,113.4012",2.3800,"507,290,587.0000",6.2133,6.4640
002098.SZ,"143,489,544.8678",1.8000,"147,579,265.8000",4.9733,5.9281
002099.SZ,"390,207,777.5964",1.9400,"397,761,386.4000",5.1033,6.2280
002100.SZ,"369,525,811.1292",1.7200,"411,270,931.6000",7.1500,7.6295
002101.SZ,"134,615,679.5532",3.8400,"142,030,709.8000",12.0167,14.2954
002102.SZ,"333,943,697.3493",0.5700,"300,219,394.8000",2.2067,2.5550
002103.SZ,"670,198,054.1431",2.0100,"996,909,131.4000",6.0333,6.6725
002104.SZ,"275,413,057.7057",2.1400,"247,688,024.4000",6.1867,7.1836
002105.SZ,"158,501,372.8314",1.8800,"148,310,300.0000",4.1500,5.3716
002106.SZ,"209,692,908.7874",2.4200,"283,740,270.2000",8.0267,9.1393
002107.SZ,"198,719,587.3304",1.8300,"174,543,388.0000",4.2767,5.4523
002108.SZ,"262,941,499.2272",0.7800,"318,399,467.6000",3.4367,3.8158
002109.SZ,"154,066,117.5056",1.3800,"106,312,783.2000",3.3800,4.1714
002110.SZ,"251,928,791.0163",0.5100,"243,776,395.0000",3.6033,4.0185
002111.SZ,"90,844,662.8060",2.2600,"86,800,650.6000",7.1700,8.2575
002112.SZ,"194,135,223.0813",2.6800,"184,003,185.2000",7.6600,9.1483
002114.SZ,"247,044,573.9299",2.2100,"154,521,037.6000",4.8600,6.1419
002115.SZ,"619,544,468.8241",2.2800,"1,069,752,966.8000",5.6367,6.5216
002116.SZ,"453,097,168.3992",4.3400,"194,883,019.8000",10.3767,11.1700
002117.SZ,"165,805,029.4716",2.5200,"181,019,143.6000",6.9700,8.0062
002119.SZ,"189,574,266.9596",3.7500,"322,585,429.2000",9.9333,11.7453
002120.SZ,"576,819,116.7725",1.7200,"493,260,619.2000",6.7500,7.7138
002121.SZ,"338,269,203.8488",1.5800,"444,522,532.0000",4.0833,4.9729
002122.SZ,"827,009,677.1930",1.3000,"1,409,660,308.4000",3.4433,3.7495
002123.SZ,"326,993,034.4466",3.6300,"396,667,817.8000",8.8667,11.1119
