,tapi,atr,vma,cdp,expma
603580.SH,"51,952,708.2645",4.8500,"34,086,310.4000",9.3233,12.1099
603583.SH,"74,968,957.6698",4.9200,"133,558,785.6000",15.9133,17.9938
603585.SH,"20,834,220.7498",3.5900,"18,749,653.6000",11.0467,13.0819
603586.SH,"131,308,988.1022",4.0500,"166,731,511.8000",13.2633,14.7506
603587.SH,"47,157,708.8538",2.3100,"47,837,436.8000",12.3067,13.2110
603588.SH,"440,498,284.0631",1.3900,"258,589,764.0000",5.3667,6.5857
603589.SH,"125,108,003.4734",7.8500,"111,487,607.0000",41.2533,44.8365
603590.SH,"33,341,274.5763",10.7100,"27,736,933.2000",29.8467,34.0552
603595.SH,"71,233,019.0604",8.4500,"90,005,146.2000",20.6267,29.1886
603596.SH,"117,846,326.6561",16.8900,"90,886,335.8000",58.0700,65.5572
603598.SH,"440,643,328.6116",9.0700,"662,001,422.6000",15.7867,15.8325
603599.SH,"120,660,200.5431",3.4700,"109,402,888.6000",13.6333,15.5875
603600.SH,"129,935,248.2008",3.2200,"152,991,370.6000",10.0867,10.2463
603601.SH,"304,766,437.6623",0.9700,"191,380,796.2000",2.9300,3.7443
603602.SH,"82,280,147.6515",5.2000,"72,256,704.6000",11.8867,13.3683
603603.SH,"61,575,586.0000",0.1000,"166,361,298.4000",0.9667,1.7306
603605.SH,"40,068,733.5093",32.0500,"40,827,237.2000",96.0533,100.8819
603606.SH,"151,748,190.3816",10.1200,"173,807,385.2000",38.2200,39.6771
603607.SH,"85,035,191.4562",4.3900,"157,430,893.0000",12.3233,14.7544
603608.SH,"219,175,308.0087",2.0200,"358,032,562.4000",4.2000,4.9016
603609.SH,"92,802,140.5594",1.1800,"75,190,493.6000",6.9500,7.9458
603610.SH,"115,153,075.5513",2.8900,"116,410,918.0000",10.0067,11.2158
603611.SH,"94,214,152.4130",5.7800,"84,016,738.2000",16.5133,18.2007
603612.SH,"103,291,058.3960",3.8200,"98,493,447.8000",11.1100,13.9427
603613.SH,"280,263,285.3682",7.1400,"241,637,072.8000",19.2633,25.5712
603615.SH,"67,533,444.7242",7.4200,"126,263,803.8000",14.8600,14.7175
603616.SH,"286,422,113.2468",1.8100,"333,833,519.0000",3.6933,4.8749
603617.SH,"131,960,380.9598",2.7000,"170,322,592.8000",6.0733,7.7385
603618.SH,"210,283,930.1887",1.5200,"172,634,035.6000",4.5167,5.4559
603619.SH,"100,804,543.4422",3.6300,"144,517,674.6000",18.4133,19.0800
603626.SH,"250,448,660.6112",2.1400,"390,292,195.0000",5.4767,6.8112
603628.SH,"585,869,346.6775",7.3300,"480,737,573.8000",17.2867,17.0778
603629.SH,"174,783,029.4395",9.7100,"322,780,203.2000",21.1533,25.2081
603630.SH,"61,206,443.3391",3.3500,"63,579,805.2000",11.1233,13.4763
603633.SH,"128,343,455.8863",2.7700,"185,727,641.4000",6.8267,8.4719
603636.SH,"182,617,967.2659",4.0400,"279,922,373.2000",9.6100,11.4505
603637.SH,"111,963,112.3529",2.3000,"83,937,933.6000",6.3867,7.7523
603638.SH,"71,297,912.0594",3.5600,"50,341,946.0000",15.4100,15.9175
603639.SH,"41,414,262.2928",3.2600,"35,411,086.4000",13.6800,15.4240
603648.SH,"479,869,671.2630",4.0100,"245,948,946.0000",8.6633,9.6145
603650.SH,"102,935,738.7949",8.0900,"142,998,246.6000",25.7567,29.6897
603655.SH,"31,971,608.5526",6.8800,"39,182,912.0000",14.0267,18.4445
603656.SH,"143,993,559.6605",4.9300,"207,020,067.2000",11.5933,12.9055
603657.SH,"46,696,948.7759",4.2300,"37,659,039.6000",10.0967,13.1259
603658.SH,"62,127,359.9307",19.7600,"64,220,140.6000",59.7733,55.6949
603659.SH,"316,919,615.7250",4.7400,"271,852,230.4000",17.6067,21.6655
603660.SH,"778,484,980.0000",2.9700,"650,737,351.6000",6.3300,7.0286
603661.SH,"29,989,127.1277",13.9600,"30,129,608.0000",43.7067,41.1991
603662.SH,"213,372,268.7666",13.4200,"203,408,318.8000",27.4467,29.7650
603663.SH,"182,662,472.3647",3.5600,"274,675,880.2000",9.8033,10.5492
603665.SH,"33,417,542.2103",5.7800,"35,254,761.0000",19.5333,23.1613
603666.SH,"94,851,732.6893",8.8300,"76,007,376.8000",23.9833,28.5362
603667.SH,"372,810,242.7890",7.4400,"331,830,037.0000",15.0933,17.5213
603668.SH,"91,337,127.1144",2.6700,"133,842,084.4000",15.5900,16.6493
603669.SH,"119,346,365.0000",1.4700,"97,113,311.4000",3.7167,4.6783
603676.SH,"80,772,719.5864",2.5000,"60,330,031.4000",7.7733,9.4651
603677.SH,"57,416,960.7110",4.3300,"59,706,658.6000",10.4067,12.4477
603678.SH,"87,763,253.2015",6.0300,"63,527,950.8000",19.9567,24.1546
603679.SH,"139,756,738.3205",4.4600,"185,663,613.2000",9.5533,12.5545
603680.SH,"74,001,533.3777",2.6400,"46,674,719.2000",7.0400,8.4829
603681.SH,"50,287,725.4772",3.6700,"61,327,970.0000",11.4933,13.2599
603682.SH,"281,898,964.1425",1.9400,"205,697,697.2000",4.5500,5.2955
603683.SH,"103,454,132.9787",3.2300,"82,933,830.0000",7.9033,9.6231
603685.SH,"21,806,959.1772",3.8000,"21,858,343.8000",12.4000,13.7755
603686.SH,"133,235,796.0964",2.0900,"211,688,957.0000",8.2533,9.3248
603687.SH,"131,206,603.0452",3.2500,"150,948,737.0000",9.4500,10.3528
603688.SH,"108,821,320.2427",20.1900,"124,631,687.4000",74.7000,84.0731
603689.SH,"99,705,439.3229",1.6500,"119,927,894.0000",7.3167,8.1217
603690.SH,"96,589,167.0272",6.3800,"106,105,612.2000",24.8367,26.5704
603693.SH,"47,986,659.7250",2.0200,"67,676,240.4000",9.7267,10.7871
603696.SH,"129,024,434.2040",2.9300,"177,850,250.0000",7.5967,8.9653
603697.SH,"70,535,994.0195",2.3300,"107,508,882.4000",6.8867,8.0634
603698.SH,"52,140,166.9151",3.6200,"45,952,945.0000",12.2133,13.6322
603699.SH,"91,923,888.9634",5.2800,"75,731,338.6000",14.7267,14.4583
603700.SH,"50,593,229.7543",3.5800,"42,483,582.2000",10.4300,12.4770
603701.SH,"82,429,725.3508",3.9400,"97,367,874.0000",10.0433,12.6504
603703.SH,"51,029,356.1233",3.0100,"92,357,810.0000",10.3467,11.3424
603706.SH,"37,581,367.4347",3.4400,"68,559,072.6000",12.4933,14.6128
603707.SH,"130,226,543.4540",3.9700,"194,469,029.8000",13.7167,14.0302
603708.SH,"104,980,514.1755",2.3200,"104,100,683.4000",9.9233,11.4735
603709.SH,"49,243,672.0576",5.0000,"41,799,747.8000",11.9433,15.1020
603711.SH,"54,856,426.6715",4.6000,"61,057,892.6000",13.0667,15.1388
603712.SH,"108,263,942.4653",8.1400,"123,442,428.2000",26.6867,28.2574
603713.SH,"27,114,813.3402",14.5300,"25,895,784.6000",44.3233,54.5341
603716.SH,"169,598,715.2000",3.6400,"216,395,383.2000",7.1800,9.4152
603717.SH,"134,922,342.6259",2.4500,"137,009,193.0000",5.5900,6.6222
603718.SH,"117,647,460.6796",2.7700,"93,608,090.4000",7.6700,9.3449
603719.SH,"117,951,900.0632",4.0200,"150,192,569.6000",15.1700,18.5124
603721.SH,"306,864,462.9812",13.6900,"313,486,115.8000",23.0333,25.0526
603722.SH,"26,583,720.0414",11.6800,"38,095,464.0000",35.6467,42.5880
603725.SH,"126,434,959.1885",3.7600,"180,067,567.4000",7.8333,9.2601
603726.SH,"69,710,634.6221",4.4200,"152,639,850.4000",10.5800,12.9136
603727.SH,"56,058,998.9510",3.6600,"99,761,588.8000",10.6800,12.0131
603728.SH,"121,915,227.7288",30.8400,"91,117,152.4000",50.2367,57.3761
603729.SH,"218,599,374.0367",11.1200,"306,626,375.6000",20.1467,22.2476
603730.SH,"74,878,875.8160",2.9200,"74,205,975.0000",13.2667,14.4063
603733.SH,"78,163,936.6077",4.3400,"59,731,723.4000",14.0767,16.1100
603737.SH,"82,539,230.8010",9.1900,"62,783,870.0000",36.3700,47.5766
603738.SH,"151,687,304.7965",5.8800,"234,307,007.8000",12.5467,14.7242
603739.SH,"77,863,817.6703",3.5900,"77,515,502.0000",9.7067,12.2040
603755.SH,"29,900,422.4936",7.7000,"20,538,992.8000",18.5633,24.3127
603757.SH,"26,019,531.9298",5.9700,"30,038,542.0000",21.3967,23.1728
603758.SH,"159,197,648.1818",3.0700,"109,422,081.2000",8.3767,9.6935
603759.SH,"66,947,298.5075",1.7200,"82,141,586.8000",6.4467,7.6435
603766.SH,"277,376,655.7915",1.5000,"366,015,208.4000",4.8000,5.1549
603767.SH,"611,496,066.7702",7.6200,"339,996,992.4000",15.6733,15.5914
603768.SH,"88,233,903.6496",5.3100,"156,822,905.0000",12.7100,15.9701
603773.SH,"95,977,035.6866",10.5800,"112,955,808.0000",23.4533,28.2832
603776.SH,"100,971,903.3058",4.4200,"75,801,756.4000",10.6267,12.5798
603777.SH,"57,999,841.3487",3.3600,"69,660,161.4000",11.0567,12.6896
603778.SH,"477,980,470.0535",2.0100,"387,148,276.2000",3.9033,4.6414
603779.SH,"255,624,376.7666",2.1900,"485,106,716.6000",8.8567,9.3442
603786.SH,"23,440,672.2769",17.2200,"18,426,238.6000",60.5067,65.4557
603787.SH,"73,480,682.5025",3.4700,"57,138,546.4000",9.2467,11.6644
603788.SH,"91,838,157.7834",4.0600,"156,756,948.2000",11.0867,13.1254
603789.SH,"215,322,204.9315",3.2300,"186,826,464.2000",6.8167,8.4358
603790.SH,"46,539,526.1411",3.7300,"33,947,996.4000",9.1500,11.7323
603797.SH,"92,465,313.9955",1.2800,"70,575,230.4000",4.3067,5.0484
603798.SH,"155,674,158.6070",3.9900,"175,453,605.0000",8.7200,9.6917
603799.SH,"420,871,315.3791",6.9500,"437,238,743.4000",26.0833,31.0328
603800.SH,"28,909,373.8182",6.7900,"28,032,309.0000",20.6033,24.9767
603801.SH,"115,910,385.4786",3.5800,"112,468,546.2000",14.6367,17.4305
603803.SH,"260,660,904.5101",3.3900,"364,009,296.6000",5.8667,7.2056
603806.SH,"233,850,409.9928",9.4200,"272,509,969.4000",25.7667,26.5324
603808.SH,"95,156,314.7208",2.1500,"106,748,430.6000",7.4500,9.0500
603809.SH,"71,414,078.7846",3.6900,"140,470,487.4000",8.9167,10.1877
603810.SH,"196,616,071.7241",3.8400,"113,254,290.0000",9.9967,12.0398
603811.SH,"118,879,888.0893",2.6700,"86,390,480.6000",7.4300,9.3994
603813.SH,"44,125,439.4872",5.8500,"35,425,324.8000",10.8500,13.8538
603815.SH,"162,025,556.8628",2.1400,"138,321,735.6000",6.5767,7.3752
603816.SH,"83,817,105.1664",8.4700,"78,674,232.8000",37.0200,36.7585
603817.SH,"188,265,787.0334",1.5600,"144,548,356.0000",4.9600,5.7628
603818.SH,"176,991,067.7083",1.4500,"112,880,834.4000",3.6167,4.6540
603819.SH,"26,581,438.1384",3.4400,"34,561,817.8000",11.5333,13.0870
603822.SH,"23,942,725.0978",6.4700,"16,586,881.0000",19.4233,25.0521
603823.SH,"57,720,210.1108",2.1200,"43,559,258.6000",7.0200,8.7617
603825.SH,"254,506,382.3656",9.8700,"272,877,446.4000",12.0933,12.4404
603826.SH,"27,062,948.0603",14.4400,"21,614,908.8000",48.5267,51.3007
603828.SH,"397,858,474.8148",1.2500,"287,149,926.2000",2.4967,3.1990
603829.SH,"60,660,013.1064",4.1500,"51,632,948.2000",11.1800,13.4220
603833.SH,"45,270,328.6557",15.3600,"48,368,918.6000",65.9600,73.9586
603836.SH,"45,111,924.4672",3.4200,"119,752,114.2000",11.2700,13.8692
603838.SH,"157,605,514.7122",2.2500,"136,985,685.4000",4.5067,5.8178
603839.SH,"95,017,587.3134",1.9900,"112,712,572.4000",5.0567,6.5665
603843.SH,"343,348,710.1695",1.2200,"245,425,078.6000",2.2500,3.0653
603848.SH,"42,244,403.2305",3.9400,"39,489,071.4000",13.0667,14.6033
603855.SH,"40,667,648.8779",3.8400,"49,889,566.2000",17.3967,18.8707
603856.SH,"40,328,342.8698",2.5800,"59,532,263.4000",10.5500,11.5461
603858.SH,"136,737,281.6493",3.4900,"117,308,152.8000",16.3367,17.0505
603859.SH,"39,518,111.2740",11.3300,"39,624,045.4000",33.0500,36.4653
603860.SH,"99,964,504.1639",13.9800,"87,979,427.4000",27.9867,31.0261
603861.SH,"119,658,414.7541",2.4000,"279,676,626.6000",7.5500,8.6857
603863.SH,"58,883,920.3664",7.6300,"131,508,915.0000",35.8767,34.7164
603866.SH,"242,694,980.7418",1.6500,"207,068,723.0000",6.6733,7.6205
603867.SH,"34,763,618.4646",7.9300,"41,178,455.6000",23.8167,28.2300
603868.SH,"24,191,820.4436",8.9300,"19,508,701.8000",46.0067,51.0547
603869.SH,"124,291,365.2618",2.7100,"158,212,576.2000",7.2733,8.6024
603871.SH,"119,204,946.3530",6.3200,"92,069,124.8000",22.2167,19.7437
603876.SH,"237,197,167.7116",2.5500,"166,140,972.0000",9.0933,11.9696
603877.SH,"82,954,505.2767",3.0500,"85,027,714.8000",14.9967,16.1725
603878.SH,"97,585,243.2836",1.8100,"121,140,616.0000",6.3767,7.0944
603879.SH,"208,146,696.0000",2.2300,"135,905,347.2000",4.2167,5.6260
603880.SH,"49,134,346.8835",1.2500,"36,270,331.2000",3.7133,4.4147
603881.SH,"135,158,964.5604",5.6700,"119,274,915.6000",16.8900,18.9316
603882.SH,"55,364,951.6086",16.2100,"49,343,658.8000",59.2767,60.4685
603883.SH,"71,646,479.6085",7.3200,"98,543,942.6000",30.0967,29.1088
603885.SH,"260,798,439.9850",3.2100,"238,468,229.4000",12.9400,13.2483
603886.SH,"50,915,414.2191",2.6900,"37,482,900.8000",16.4967,17.6690
603887.SH,"274,999,517.5844",2.4600,"244,791,120.0000",5.2100,6.8256
603888.SH,"362,490,675.6430",10.4800,"275,633,420.2000",23.0600,25.0974
603889.SH,"88,000,839.3211",1.6400,"104,028,879.0000",6.9433,7.2656
603890.SH,"213,768,566.7067",3.2500,"383,841,043.2000",7.7233,9.1020
603893.SH,"61,870,303.9562",14.6900,"52,751,464.8000",49.4367,57.5760
603895.SH,"39,117,713.8138",14.5400,"43,531,189.8000",21.7933,24.7770
603896.SH,"42,797,060.6458",6.5900,"35,651,883.8000",26.9700,31.6474
603897.SH,"104,894,326.8464",5.5600,"74,519,768.8000",16.1267,18.2061
603898.SH,"50,825,397.3193",2.5100,"37,851,943.4000",8.1833,9.6767
603899.SH,"53,650,885.3172",7.1100,"58,089,780.6000",34.0767,36.1045
603900.SH,"133,060,711.4679",1.8200,"85,836,430.0000",4.3067,5.5252
603901.SH,"211,190,480.1914",4.1100,"81,686,992.0000",9.9000,10.7865
603903.SH,"136,434,406.8712",3.2100,"166,956,780.6000",8.0800,9.2868
603906.SH,"181,001,797.2617",3.4500,"200,815,034.4000",9.0500,11.1807
603908.SH,"22,500,700.8046",9.4800,"21,784,758.6000",28.1100,34.4627
603909.SH,"43,475,512.1429",3.6100,"28,846,822.8000",9.5700,10.8423
603912.SH,"258,411,349.9310",2.7500,"445,270,944.0000",6.6133,8.0445
603915.SH,"82,761,997.8390",4.3000,"80,398,060.4000",12.5067,14.6661
603916.SH,"94,065,350.9965",2.4400,"77,158,392.2000",8.0967,9.9313
603917.SH,"88,929,250.7194",6.0500,"60,495,295.4000",12.9700,16.1542
603918.SH,"502,322,059.9237",5.8000,"549,394,292.0000",14.5267,17.7135
603919.SH,"66,037,067.7033",4.4800,"71,666,921.2000",19.9267,22.8984
603920.SH,"151,853,778.9346",6.2300,"140,340,773.8000",15.0833,16.4946
603922.SH,"10,466,051.8654",4.2900,"15,496,684.6000",23.4500,24.7366
603926.SH,"52,869,511.0731",3.0700,"102,678,570.4000",8.3100,10.1071
603927.SH,"175,039,433.9515",8.9400,"113,560,097.0000",26.6800,29.2776
603928.SH,"48,351,691.8495",3.2800,"39,891,337.2000",8.9567,11.0915
603929.SH,"86,681,078.7356",5.5800,"189,871,622.8000",17.5133,19.7623
603931.SH,"48,716,081.0599",6.3000,"29,670,249.8000",20.5333,24.0742
603933.SH,"123,579,873.0472",9.4200,"89,840,147.0000",12.9300,14.4243
603936.SH,"307,604,183.5526",2.8600,"280,170,829.6000",7.0133,8.9530
603937.SH,"83,117,164.3881",3.4100,"66,877,586.6000",8.4533,10.7727
603938.SH,"50,407,218.1170",4.1100,"73,141,284.0000",13.2100,15.8410
603939.SH,"139,247,295.0483",7.6100,"116,422,947.8000",40.5900,38.6095
603948.SH,"29,411,770.1319",5.5300,"22,733,555.4000",17.6533,20.6101
603949.SH,"60,274,047.4219",5.9000,"84,482,712.4000",12.7033,17.3938
603950.SH,"82,292,072.0588",4.4700,"90,016,719.6000",13.4967,14.5403
603955.SH,"87,474,967.7700",3.8700,"62,920,924.6000",11.0167,13.3084
603956.SH,"81,031,252.2059",2.2700,"139,901,707.6000",6.4233,7.2587
603958.SH,"601,095,430.2194",8.2000,"247,550,816.2000",14.5533,10.9430
603959.SH,"362,223,042.6871",3.6200,"254,868,873.0000",5.8733,7.5893
603960.SH,"290,390,893.5890",33.0800,"167,258,832.0000",30.9600,21.6965
603963.SH,"170,034,284.0052",3.5900,"105,803,212.2000",7.2433,9.6988
603966.SH,"142,766,903.2168",2.5800,"105,231,135.4000",6.9100,7.8802
603967.SH,"120,124,936.7521",2.4600,"139,331,955.6000",7.8167,9.0260
603968.SH,"33,487,726.1036",3.1600,"22,861,618.4000",10.0200,12.7436
603969.SH,"250,477,516.5399",1.8300,"412,517,638.2000",4.8433,5.4179
603970.SH,"93,580,418.7537",4.1600,"65,830,865.6000",16.3067,17.1329
603976.SH,"24,969,035.3727",4.6100,"17,288,681.0000",13.8167,17.1458
603977.SH,"175,758,468.3508",3.0900,"241,213,666.0000",9.5000,9.6592
603978.SH,"55,031,516.2684",4.8200,"36,644,793.2000",10.3667,13.8929
603979.SH,"82,236,039.1465",8.0800,"71,717,469.2000",41.9500,38.8891
603980.SH,"153,401,774.2382",1.1900,"135,976,679.0000",3.4600,4.1107
603982.SH,"96,330,453.4433",3.6700,"182,314,948.8000",9.7933,12.5116
603983.SH,"61,220,694.4969",6.8700,"53,486,675.4000",29.5633,29.0737
603985.SH,"403,510,996.5068",8.2500,"545,525,434.8000",17.6100,23.8139
603986.SH,"317,593,992.7938",20.4000,"243,688,326.0000",68.0233,81.9158
603987.SH,"121,241,287.2727",2.2200,"120,457,078.0000",7.3267,8.9014
603988.SH,"71,222,136.8159",2.9600,"72,437,114.6000",7.6133,9.4289
603989.SH,"61,182,037.4495",4.5900,"50,791,107.8000",16.2267,19.2096
603990.SH,"259,177,774.8903",4.6100,"142,891,819.2000",10.7467,12.4192
603991.SH,"24,567,993.1080",14.3600,"55,270,775.6000",34.0200,40.1400
603992.SH,"34,919,178.4880",5.1500,"41,205,531.0000",15.3400,16.3666
603993.SH,"1,831,850,338.0488",1.1700,"2,030,215,479.4000",5.9333,5.6537
603995.SH,"58,507,728.1647",3.6000,"74,514,715.6000",15.6767,18.2491
603997.SH,"139,641,587.7875",3.3600,"155,802,346.8000",11.5967,12.7202
603998.SH,"86,981,574.7114",3.1300,"188,982,599.6000",8.9667,9.9572
603999.SH,"353,409,668.1818",2.1200,"338,656,086.2000",5.2600,6.1112
605001.SH,"152,331,428.2443",2.0800,"104,826,100.0000",4.9133,5.9964
605003.SH,"28,826,184.9008",4.8500,"22,663,609.2000",15.2600,17.7630
605005.SH,"37,215,204.1005",4.7200,"83,608,091.4000",14.1467,16.1435
605006.SH,"51,246,549.0054",1.6300,"46,789,600.4000",5.3000,6.3420
605007.SH,"36,348,387.0355",3.1900,"40,701,408.6000",11.4333,13.3489
605008.SH,"50,610,329.8851",3.2600,"40,996,460.6000",12.8300,14.2124
605009.SH,"17,477,658.3778",7.3500,"15,282,433.6000",36.0433,38.3486
605011.SH,"103,237,880.7470",6.5100,"132,339,605.6000",21.5033,24.2136
605016.SH,"21,402,098.9219",6.0000,"34,731,725.4000",26.0200,26.8328
605018.SH,"73,146,231.0180",2.7500,"92,333,108.0000",7.9067,9.8404
605020.SH,"79,538,533.6204",9.3800,"67,207,676.4000",29.7767,27.9144
605028.SH,"35,488,335.5601",4.5600,"34,759,812.8000",14.1167,16.9747
605033.SH,"25,782,020.8088",4.6800,"27,169,314.2000",12.9600,15.9546
605050.SH,"92,050,276.5022",3.7500,"108,467,233.4000",10.4600,11.3093
605055.SH,"123,550,993.5818",2.1800,"136,962,041.0000",4.5900,5.9368
605056.SH,"58,728,343.3835",4.7200,"79,181,272.6000",12.1733,13.3359
605058.SH,"32,442,678.8171",6.1500,"31,328,898.0000",15.6000,19.1523
605060.SH,"36,185,962.8605",5.9300,"28,157,280.0000",15.7600,18.2040
605066.SH,"130,918,353.3520",2.2100,"92,826,005.0000",6.7700,7.9989
605068.SH,"33,461,380.3620",6.9100,"38,304,857.0000",17.4400,20.5461
605069.SH,"146,218,012.0846",3.3800,"139,579,497.8000",6.3500,8.5345
605077.SH,"24,324,747.9778",5.7100,"23,379,536.4000",18.8767,20.9710
605080.SH,"31,875,902.5527",4.7500,"47,881,452.4000",17.3233,20.9154
605081.SH,"47,421,891.6091",3.3900,"57,922,798.0000",9.8133,12.2224
605086.SH,"58,318,872.2758",7.9100,"104,631,859.4000",19.2433,22.4832
605088.SH,"53,327,998.3458",5.6400,"90,021,232.8000",17.7400,19.5464
605089.SH,"16,637,490.9249",8.1900,"19,470,785.4000",27.4567,33.9062
605090.SH,"82,520,875.0697",6.9600,"133,183,491.6000",26.5467,27.0724
605098.SH,"21,425,816.9024",10.7800,"21,414,883.4000",39.2733,39.9320
605099.SH,"16,635,985.6706",4.7900,"21,105,474.0000",18.3333,19.8456
605100.SH,"77,794,360.0313",4.2600,"64,313,228.8000",11.9467,14.0571
605108.SH,"18,802,301.8407",5.1900,"21,035,175.2000",27.3133,29.4224
605111.SH,"155,195,901.0898",10.0000,"218,109,971.6000",31.7833,35.7991
605116.SH,"34,305,897.8610",5.9100,"43,062,252.2000",21.0033,23.3173
605117.SH,"187,291,286.7981",24.2500,"226,941,706.8000",77.4833,82.8474
605118.SH,"101,920,162.1998",6.2600,"153,821,672.2000",14.6467,17.1572
605122.SH,"39,640,751.1029",4.9700,"36,637,227.2000",10.6567,13.5281
605123.SH,"19,508,737.7458",19.8200,"22,852,274.4000",65.4000,78.6206
605128.SH,"19,265,237.1519",16.7600,"30,723,586.8000",40.9900,47.0151
605133.SH,"45,982,095.5307",7.4300,"82,235,593.2000",19.8433,24.9860
605136.SH,"153,153,632.2663",3.0800,"147,716,762.6000",7.6667,9.4669
605138.SH,"57,070,248.4321",1.9600,"53,390,837.8000",5.5333,6.8625
605151.SH,"47,842,163.6929",8.3700,"88,412,973.4000",17.2900,18.4843
605155.SH,"73,726,015.0041",3.9900,"54,129,349.8000",11.5600,13.9231
605158.SH,"171,863,757.2700",1.9000,"171,937,823.0000",6.3333,7.0744
605162.SH,"110,263,185.9542",3.0600,"73,886,012.6000",6.3533,7.9888
605166.SH,"66,859,145.9394",2.4400,"48,045,828.6000",7.8433,8.8609
605167.SH,"207,956,117.2414",2.7700,"275,731,381.6000",7.8900,8.8814
605168.SH,"32,963,798.3779",19.5000,"50,267,314.6000",53.0833,61.8826
605169.SH,"68,633,473.6650",3.0100,"64,359,153.0000",7.9233,9.7768
605177.SH,"36,093,302.0572",6.7400,"37,053,626.0000",18.8633,23.4662
605178.SH,"42,280,316.2354",6.7300,"52,276,583.2000",14.0633,19.3132
605179.SH,"102,597,893.2172",3.2300,"205,845,641.2000",10.4533,12.0373
605180.SH,"76,886,181.9048",4.1200,"70,412,254.0000",9.0767,11.7242
605183.SH,"48,163,088.3422",3.9400,"38,925,356.2000",12.2567,13.8389
605186.SH,"45,941,683.2940",13.1900,"38,905,206.2000",35.9733,37.4154
605188.SH,"108,387,622.3724",2.8200,"162,628,717.0000",6.1933,8.0399
605189.SH,"32,571,245.1638",4.2300,"25,714,013.2000",12.2167,14.4683
605196.SH,"228,882,939.2449",3.2700,"229,519,798.2000",8.0033,7.9351
605198.SH,"16,501,176.6502",6.8500,"20,864,882.6000",19.0367,20.6335
605199.SH,"56,994,732.6052",3.5600,"108,025,247.4000",11.6467,13.9992
605208.SH,"141,198,495.9581",2.5900,"152,866,704.0000",6.2967,8.1329
605218.SH,"176,632,562.4525",7.1600,"253,740,772.4000",17.0100,19.3637
605222.SH,"49,688,738.7942",3.3900,"51,725,652.6000",15.7367,17.4418
